"phylum","class","order","family","genus","species","early_interval","late_interval","max_ma","min_ma","midpoint","lng","lat"
"Arthropoda","Trilobita","Proetida","Brachymetopidae","Australosutura","Australosutura llanoensis","Ivorian","",353.8,345.3,349.55,-98.980003,31.17
"Arthropoda","Trilobita","Proetida","Phillipsiidae","Carbonocoryphe","Carbonocoryphe planucauda","Ivorian","",353.8,345.3,349.55,-98.980003,31.17
"Arthropoda","Trilobita","Proetida","Phillipsiidae","Thigriffides","Thigriffides roundyi","Ivorian","",353.8,345.3,349.55,-98.980003,31.17
"Arthropoda","Trilobita","Proetida","Phillipsiidae","Pudoproetus","Pudoproetus chappelensis","Ivorian","",353.8,345.3,349.55,-98.099998,31
"Arthropoda","Trilobita","Proetida","Phillipsiidae","Pudoproetus","Pudoproetus chappelensis","Ivorian","",353.8,345.3,349.55,-98.099998,31
"Arthropoda","Trilobita","Proetida","Phillipsiidae","Pudoproetus","Pudoproetus chappelensis","Kinderhookian","Osagean",358.9,342.8,350.85,-98.099998,31
"Arthropoda","Trilobita","Proetida","Phillipsiidae","Thigriffides","Thigriffides roundyi","Kinderhookian","Osagean",358.9,342.8,350.85,-98.099998,31
"Arthropoda","Trilobita","Proetida","Phillipsiidae","Pudoproetus","Pudoproetus chappelensis","Ivorian","",353.8,345.3,349.55,-98.980003,31.17
"Arthropoda","Trilobita","Proetida","Phillipsiidae","Pudoproetus","Pudoproetus chappelensis","Kinderhookian","Osagean",358.9,342.8,350.85,-98.099998,31
"Arthropoda","Trilobita","Proetida","Phillipsiidae","Griffithidella","Griffithidella alternata","Kinderhookian","Osagean",358.9,342.8,350.85,-98.099998,31
"Arthropoda","Trilobita","Proetida","Phillipsiidae","Carbonocoryphe","Carbonocoryphe depressa","Kinderhookian","Osagean",358.9,342.8,350.85,-98.099998,31
"Arthropoda","Trilobita","Proetida","Phillipsiidae","Carbonocoryphe","Carbonocoryphe planucauda","Kinderhookian","Osagean",358.9,342.8,350.85,-98.099998,31
"Arthropoda","Trilobita","Proetida","Phillipsiidae","Griffithidella","Griffithidella doris","Kinderhookian","Osagean",358.9,342.8,350.85,-98.099998,31
"Arthropoda","Trilobita","Proetida","Phillipsiidae","Thigriffides","Thigriffides roundyi","Kinderhookian","Osagean",358.9,342.8,350.85,-98.099998,31
"Arthropoda","Trilobita","Proetida","Phillipsiidae","Pudoproetus","Pudoproetus chappelensis","Kinderhookian","Osagean",358.9,342.8,350.85,-96.678055,34.774445
"Arthropoda","Trilobita","Proetida","Phillipsiidae","Griffithidella","Griffithidella doris","Kinderhookian","Osagean",358.9,342.8,350.85,-96.678055,34.774445
"Arthropoda","Trilobita","Proetida","Phillipsiidae","Griffithidella","Griffithidella alternata","Kinderhookian","Osagean",358.9,342.8,350.85,-96.678055,34.774445
"Arthropoda","Trilobita","Proetida","Phillipsiidae","Carbonocoryphe","Carbonocoryphe planucauda","Kinderhookian","Osagean",358.9,342.8,350.85,-96.678055,34.774445
"Arthropoda","Trilobita","Proetida","Phillipsiidae","Thigriffides","Thigriffides roundyi","Kinderhookian","Osagean",358.9,342.8,350.85,-96.678055,34.774445
"Arthropoda","Trilobita","Proetida","Phillipsiidae","Griffithidella","Griffithidella doris","Kinderhookian","Osagean",358.9,342.8,350.85,-89.246941,37.460278
"Arthropoda","Trilobita","Proetida","Phillipsiidae","Griffithidella","Griffithidella alternata","Kinderhookian","Osagean",358.9,342.8,350.85,-89.246941,37.460278
"Arthropoda","Trilobita","Proetida","Phillipsiidae","Carbonocoryphe","Carbonocoryphe planucauda","Kinderhookian","Osagean",358.9,342.8,350.85,-89.246941,37.460278
"Arthropoda","Trilobita","Proetida","Phillipsiidae","Thigriffides","Thigriffides roundyi","Kinderhookian","Osagean",358.9,342.8,350.85,-89.246941,37.460278
"Arthropoda","Trilobita","Corynexochida","Dorypygidae","Bonnia","Bonnia capito","Dyeran","",516,513,514.5,-73.195831,44.541668
"Arthropoda","Trilobita","Eodiscida","Eodiscidae","Pagetia","Pagetia ellsi","Dyeran","",516,513,514.5,-80.912224,36.851112
"Arthropoda","Trilobita","Ptychopariida","NO_FAMILY_SPECIFIED","Syspacephalus","Syspacephalus cadyi","Delamaran","",513,505,509,-73.212502,44.475834
"Arthropoda","Trilobita","Corynexochida","Dorypygidae","Kootenia","Kootenia boucheri","Delamaran","",513,505,509,-73.212502,44.475834
"Arthropoda","Trilobita","Agnostida","Ptychagnostidae","Ptychagnostus","Ptychagnostus atavus","St Davids","",513,501,507,-111.732224,45.763611
"Arthropoda","Trilobita","Ptychopariida","Alokistocaridae","Elrathia","Elrathia permulta","St Davids","",513,501,507,-116.48333,51.400002
"Arthropoda","Trilobita","Agnostida","Ptychagnostidae","Ptychagnostus","Ptychagnostus punctuosus","Marjumian","",513,498.5,505.75,-73.772499,42.31028
"Arthropoda","Trilobita","Ptychopariida","Menomoniidae","Bolaspidella","Bolaspidella convexa","Marjumian","",513,498.5,505.75,-73.112503,44.783333
"Arthropoda","Trilobita","Ptychopariida","Elviniidae","Dytremacephalus","Dytremacephalus granulosus","Paibian","",501,498.5,499.75,-99.261665,30.635834
"Arthropoda","Trilobita","Asaphida","Dikelocephalidae","Prosaukia","Prosaukia spinula","Sunwaptan","",498.5,485.4,491.95,-73.400002,42.559723
"Arthropoda","Trilobita","Redlichiida","Holmiidae","Montezumaspis","Montezumaspis cometes","Waucoban","",530,513,521.5,-118,36.166668
"Arthropoda","Trilobita","Redlichiida","NO_FAMILY_SPECIFIED","Cirquella","Cirquella nelsoni","Waucoban","",530,513,521.5,-118,36.166668
"Arthropoda","Trilobita","Ptychopariida","Alokistocaridae","Ehmaniella","Ehmaniella quadrans","Delamaran","",513,505,509,-111.689003,40.640999
"Arthropoda","Trilobita","Corynexochida","Dolichometopidae","Glossopleura","Glossopleura producta","Delamaran","",513,505,509,-111.689003,40.640999
"Arthropoda","Trilobita","Olenida","Olenidae","Parabolinella","Parabolinella hecuba","Stairsian","",485.4,478.6,482,-116.263885,39.096668
"Arthropoda","Trilobita","Asaphida","Remopleurididae","Diplapatokephalus","Diplapatokephalus finalis","Stairsian","",485.4,478.6,482,-116.263885,39.096668
"Arthropoda","Trilobita","Proetida","Hystricuridae","Genalaticurus","Genalaticurus genalatus","Stairsian","",485.4,478.6,482,-116.263885,39.096668
"Arthropoda","Trilobita","Olenida","Olenidae","Hypermecaspis","Hypermecaspis kolouros","Stairsian","",485.4,478.6,482,-116.263885,39.096668
"Arthropoda","Trilobita","Agnostida","Agnostidae","Trilobagnostus","Trilobagnostus rudis","Tremadoc","",485.4,477.7,481.55,-103.326111,30.155556
"Arthropoda","Trilobita","Corynexochida","Leiostegiidae","Leiostegium","Leiostegium manitouensis","Demingian","",485.4,478.6,482,-105.591667,47.416668
"Arthropoda","Trilobita","Proetida","Hystricuridae","Psalikilus","Psalikilus paraspinosum","Tulean","",485.4,471.8,478.6,-110.215553,47.15361
"Arthropoda","Trilobita","Corynexochida","Leiostegiidae","Reubenella","Reubenella rex","Tulean","",485.4,471.8,478.6,-110.215553,47.15361
"Arthropoda","Trilobita","Proetida","Hystricuridae","Hystricurus","Hystricurus conicus","Stairsian","",485.4,478.6,482,-73.422501,43.909168
"Arthropoda","Trilobita","Asaphida","Asaphidae","Presbynileus","Presbynileus ibexensis","Tulean","",485.4,471.8,478.6,-116.263885,39.096668
"Arthropoda","Trilobita","Asaphida","Asaphidae","Aulacoparia","Aulacoparia (Aulacoparia) venta","Tulean","",485.4,471.8,478.6,-116.263885,39.096668
"Arthropoda","Trilobita","Asaphida","Asaphidae","Niobe","Niobe quadraticaudata","Rangerian","",471.8,468.1,469.95,-116.847504,39.09222
"Arthropoda","Trilobita","Asaphida","Nileidae","Peraspis","Peraspis erugata","Rangerian","",471.8,468.1,469.95,-116.847504,39.09222
"Arthropoda","Trilobita","Phacopida","Pliomeridae","Ectenonotus","Ectenonotus whittingtoni","Rangerian","",471.8,468.1,469.95,-116.847504,39.09222
"Arthropoda","Trilobita","Proetida","Bathyuridae","Eleutherocentrus","Eleutherocentrus petersoni","Whiterockian","",471.8,457.5,464.65,-110.402222,40.163334
"Arthropoda","Trilobita","Proetida","Bathyuridae","Bathyurellus","Bathyurellus pogonipensis","Whiterockian","",471.8,457.5,464.65,-110.402222,40.163334
"Arthropoda","Trilobita","Asaphida","Remopleurididae","Remopleurides","Remopleurides simulus","Whiterockian","",471.8,457.5,464.65,-116.451111,38.049721
"Arthropoda","Trilobita","Asaphida","Remopleurididae","Robergiella","Robergiella sagittalis","Llandeilo","Caradoc",466,449.5,457.75,-111.5,65
"Arthropoda","Trilobita","Proetida","Bathyuridae","Bathyurus","Bathyurus extans","Blackriveran","",460.9,449.5,455.2,-75.456108,43.212776
"Arthropoda","Trilobita","Proetida","Bathyuridae","Bathyurus","Bathyurus extans","Blackriveran","",460.9,449.5,455.2,-75.456108,43.212776
"Arthropoda","Trilobita","Proetida","Bathyuridae","Bathyurus","Bathyurus extans","Blackriveran","",460.9,449.5,455.2,-75.456108,43.212776
"Arthropoda","Trilobita","Asaphida","Trinucleidae","Cryptolithoides","Cryptolithoides ulrichi","Rocklandian","",460.9,449.5,455.2,-116.847504,39.09222
"Arthropoda","Trilobita","Asaphida","Asaphidae","Homotelus","Homotelus laeviurus","Rocklandian","",460.9,449.5,455.2,-116.847504,39.09222
"Arthropoda","Trilobita","Asaphida","Remopleurididae","Robergia","Robergia major","Rocklandian","",460.9,449.5,455.2,-116.847504,39.09222
"Arthropoda","Trilobita","Phacopida","Calymenidae","Flexicalymene","Flexicalymene (Flexicalymene) senaria","Chatfieldian","",460.9,449.5,455.2,-75.456108,43.212776
"Arthropoda","Trilobita","Asaphida","Asaphidae","Isotelus","Isotelus gigas","Chatfieldian","",460.9,449.5,455.2,-75.456108,43.212776
"Arthropoda","Trilobita","Phacopida","Calymenidae","Flexicalymene","Flexicalymene (Flexicalymene) senaria","Trentonian","",460.9,449.5,455.2,-75.456108,43.212776
"Arthropoda","Trilobita","Asaphida","Asaphidae","Isotelus","Isotelus gigas","Trentonian","",460.9,449.5,455.2,-75.456108,43.212776
"Arthropoda","Trilobita","Olenida","Olenidae","Triarthrus","Triarthrus becki","Trentonian","",460.9,449.5,455.2,-75.456108,43.212776
"Arthropoda","Trilobita","Olenida","Olenidae","Triarthrus","Triarthrus eatoni","Caradoc","",460.9,449.5,455.2,-75.456108,43.212776
"Arthropoda","Trilobita","Asaphida","Trinucleidae","Cryptolithus","Cryptolithus tessellatus","Caradoc","",460.9,449.5,455.2,-75.456108,43.212776
"Arthropoda","Trilobita","Proetida","Proetidae","Ogmocnemis","Ogmocnemis beecheri","Caradoc","",460.9,449.5,455.2,-75.456108,43.212776
"Arthropoda","Trilobita","Asaphida","Asaphidae","Anataphrus","Anataphrus martinensis","Caradoc","",460.9,449.5,455.2,-111.5,65
"Arthropoda","Trilobita","Asaphida","Trinucleidae","Cryptolithus","Cryptolithus tessellatus","Edenian","",460.9,449.5,455.2,-84.456947,39.161945
"Arthropoda","Trilobita","Asaphida","Asaphidae","Isotelus","Isotelus iowensis","Richmondian","",449.5,443.7,446.6,-83.950836,43.419445
"Arthropoda","Trilobita","Asaphida","Asaphidae","Isotelus","Isotelus gigas","Richmondian","",449.5,443.7,446.6,-92.42778,43.613609
"Arthropoda","Trilobita","Proetida","Cheiruridae","Ceraurus","Ceraurus pleurexanthemus","Richmondian","",449.5,443.7,446.6,-92.42778,43.613609
"Arthropoda","Trilobita","Phacopida","Pterygometopidae","Pterygometopus","Pterygometopus sclerops","Richmondian","",449.5,443.7,446.6,-92.42778,43.613609
"Arthropoda","Trilobita","Lichida","Lichidae","Amphilichas","Amphilichas cucullus","Richmondian","",449.5,443.7,446.6,-92.42778,43.613609
"Arthropoda","Trilobita","Asaphida","Asaphidae","Isotelus","Isotelus maximus","Richmondian","",449.5,443.7,446.6,-83.924721,39.388611
"Arthropoda","Trilobita","Asaphida","Asaphidae","Isotelus","Isotelus maximus","Richmondian","",449.5,443.7,446.6,-85.012779,39.423058
"Arthropoda","Trilobita","Proetida","Telephinidae","Telephina","Telephina (Telephina) americana","Llanvirn","",466,460.9,463.45,-9,54
"Arthropoda","Trilobita","Proetida","Proetidae","Plesiowensus","Plesiowensus obconicus","Ludlow","",427.4,423,425.2,-2.733333,52.366669
"Arthropoda","Trilobita","Asaphida","Asaphidae","Isotelus","Isotelus maximus","Richmondian","",449.5,443.7,446.6,-86.175278,39.727501
"Arthropoda","Trilobita","Proetida","Bathyuridae","Bathyurus","Bathyurus extans","Middle Ordovician","",470,458.4,464.2,-75.456108,43.212776
"Arthropoda","Trilobita","Corynexochida","Leiostegiidae","Lloydia","Lloydia (Evansaspis) formosa","Stairsian","",485.4,478.6,482,-102.915558,47.976944
"Arthropoda","Trilobita","Phacopida","Calymenidae","Flexicalymene","Flexicalymene (Flexicalymene) senaria","Chatfieldian","",460.9,449.5,455.2,-75.456108,43.212776
"Arthropoda","Trilobita","Asaphida","Asaphidae","Isotelus","Isotelus gigas","Chatfieldian","",460.9,449.5,455.2,-75.456108,43.212776
"Arthropoda","Trilobita","Proetida","Cheiruridae","Ceraurus","Ceraurus pleurexanthemus","Chatfieldian","",460.9,449.5,455.2,-75.456108,43.212776
"Arthropoda","Trilobita","Phacopida","Calymenidae","Flexicalymene","Flexicalymene (Flexicalymene) senaria","Chatfieldian","",460.9,449.5,455.2,-75.456108,43.212776
"Arthropoda","Trilobita","Asaphida","Asaphidae","Isotelus","Isotelus gigas","Chatfieldian","",460.9,449.5,455.2,-75.456108,43.212776
"Arthropoda","Trilobita","Phacopida","Dalmanitidae","Anchiopsis","Anchiopsis anchiops","Pragian","",410.8,407.6,409.2,-64.330002,48.880001
"Arthropoda","Trilobita","Phacopida","Calymenidae","Diacalymene","Diacalymene gabrielsi","Wenlock","",433.4,427.4,430.4,-94,75.099998
"Arthropoda","Trilobita","Odontopleurida","Odontopleuridae","Kettneraspis","Kettneraspis wrightae","Wenlock","",433.4,427.4,430.4,-94,75.099998
"Arthropoda","Trilobita","Odontopleurida","Odontopleuridae","Kettneraspis","Kettneraspis wrightae","Wenlock","",433.4,427.4,430.4,-94,75.099998
"Arthropoda","Trilobita","Odontopleurida","Odontopleuridae","Kettneraspis","Kettneraspis wrightae","Wenlock","",433.4,427.4,430.4,-95,75
"Arthropoda","Trilobita","Odontopleurida","Odontopleuridae","Kettneraspis","Kettneraspis wrightae","Sheinwoodian","",433.4,430.5,431.95,-94,74.099998
"Arthropoda","Trilobita","Odontopleurida","Odontopleuridae","Kettneraspis","Kettneraspis wrightae","Wenlock","",433.4,427.4,430.4,-95,75
"Arthropoda","Trilobita","Odontopleurida","Odontopleuridae","Kettneraspis","Kettneraspis wrightae","Wenlock","",433.4,427.4,430.4,-95,75
"Arthropoda","Trilobita","Proetida","Phillipsiidae","Ameura","Ameura missouriensis","Desmoinesian","",313.8,305.9,309.85,-95.040558,37.301945
"Arthropoda","Trilobita","Proetida","Phillipsiidae","Ameura","Ameura missouriensis","Desmoinesian","",313.8,305.9,309.85,-94.75,37.610558
"Arthropoda","Trilobita","Proetida","Phillipsiidae","Ditomopyge","Ditomopyge scitulus","Desmoinesian","",313.8,305.9,309.85,-94.949448,37.243889
"Arthropoda","Trilobita","Proetida","Phillipsiidae","Hesslerides","Hesslerides bufo","Meramecian","",345,336,340.5,-85.370834,37.191666
"Arthropoda","Trilobita","Phacopida","Pliomeridae","Pliomerina","Pliomerina trisulcata","Gisbornian","Eastonian",460.9,449.5,455.2,146,-42
"Arthropoda","Trilobita","Corynexochida","Styginidae","Eokosovopeltis","Eokosovopeltis grandicurvatus","Eastonian","Onnian",456.1,449.5,452.8,146,-42
"Arthropoda","Trilobita","Phacopida","Pliomeridae","Pliomerina","Pliomerina trisulcata","Eastonian","Onnian",456.1,449.5,452.8,146,-42
"Arthropoda","Trilobita","Lichida","Lichidae","Oinochoe","Oinochoe coccymelum","Lochkovian","",419.2,410.8,415,-96.5,34.5
"Arthropoda","Trilobita","Phacopida","Encrinuridae","Encrinurus","Encrinurus mullochensis","Llandovery","",443.4,433.4,438.4,-3.25,52.700001
"Arthropoda","Trilobita","Phacopida","Phacopidae","Acernaspis","Acernaspis khatangensis","Rhuddanian","",443.4,440.8,442.1,136.383331,49.400002
"Arthropoda","Trilobita","Phacopida","Calymenidae","Dekalymene","Dekalymene crassa","Rhuddanian","Aeronian",443.4,438.5,440.95,-3.25,52.700001
"Arthropoda","Trilobita","Phacopida","Calymenidae","Dekalymene","Dekalymene crassa","Rhuddanian","Aeronian",443.4,438.5,440.95,-3.516667,52.133331
"Arthropoda","Trilobita","Phacopida","Calymenidae","Dekalymene","Dekalymene crassa","Rhuddanian","Aeronian",443.4,438.5,440.95,-3.5,52.183334
"Arthropoda","Trilobita","Phacopida","Calymenidae","Dekalymene","Dekalymene crassa","Rhuddanian","Aeronian",443.4,438.5,440.95,-4.966667,51.816666
"Arthropoda","Trilobita","Phacopida","Calymenidae","Dekalymene","Dekalymene crassa","Rhuddanian","Aeronian",443.4,438.5,440.95,-4.966667,51.816666
"Arthropoda","Trilobita","Proetida","Proetidae","Proetus","Proetus (Crassiproetus) crassimarginatus","Eifelian","",393.3,387.7,390.5,-81.283333,43.983334
"Arthropoda","Trilobita","Proetida","Proetidae","Proetus","Proetus (Crassiproetus) crassimarginatus","Eifelian","",393.3,387.7,390.5,-81.283333,43.983334
"Arthropoda","Trilobita","Proetida","Proetidae","Proetus","Proetus (Crassiproetus) crassimarginatus","Eifelian","",393.3,387.7,390.5,-81.283333,43.983334
"Arthropoda","Trilobita","Proetida","Proetidae","Mannopyge","Mannopyge halli","Eifelian","",393.3,387.7,390.5,-81.283333,43.983334
"Arthropoda","Trilobita","Proetida","Proetidae","Mannopyge","Mannopyge halli","Eifelian","",393.3,387.7,390.5,-81.283333,43.983334
"Arthropoda","Trilobita","Proetida","Proetidae","Mannopyge","Mannopyge halli","Eifelian","",393.3,387.7,390.5,-81.283333,43.983334
"Arthropoda","Trilobita","Lichida","Lichidae","Terranovia","Terranovia nalivkini","Early Emsian","",409.1,402.5,405.8,-128.544449,63.279167
"Arthropoda","Trilobita","Proetida","Tropidocoryphidae","Decoroproetus","Decoroproetus furubergensis","Marshbrookian","Actonian",455.8,452,453.9,10.417222,60.365002
"Arthropoda","Trilobita","Phacopida","Calymenidae","Flexicalymene","Flexicalymene caractaci","Marshbrookian","Actonian",455.8,452,453.9,10.417222,60.365002
"Arthropoda","Trilobita","Asaphida","Raphiophoridae","Lonchodomas","Lonchodomas rostratus","Marshbrookian","Actonian",455.8,452,453.9,10.417222,60.365002
"Arthropoda","Trilobita","Asaphida","Remopleurididae","Remopleurides","Remopleurides lunnerensis","Marshbrookian","Actonian",455.8,452,453.9,10.417222,60.365002
"Arthropoda","Trilobita","Phacopida","Pterygometopidae","Toxochasmops","Toxochasmops (Toxochasmops) extensus","Marshbrookian","Actonian",455.8,452,453.9,10.417222,60.365002
"Arthropoda","Trilobita","Odontopleurida","Odontopleuridae","Apianurus","Apianurus abietinus","Soudleyan","Marshbrookian",457.5,452,454.75,10.656944,59.945831
"Arthropoda","Trilobita","Asaphida","Trinucleidae","Broeggerolithus","Broeggerolithus discors","Soudleyan","Marshbrookian",457.5,452,454.75,10.656944,59.945831
"Arthropoda","Trilobita","Proetida","Tropidocoryphidae","Decoroproetus","Decoroproetus furubergensis","Soudleyan","Marshbrookian",457.5,452,454.75,10.656944,59.945831
"Arthropoda","Trilobita","Asaphida","Raphiophoridae","Lonchodomas","Lonchodomas rostratus","Soudleyan","Marshbrookian",457.5,452,454.75,10.656944,59.945831
"Arthropoda","Trilobita","Lichida","Lichidae","Platylichas","Platylichas laxatus","Soudleyan","Marshbrookian",457.5,452,454.75,10.656944,59.945831
"Arthropoda","Trilobita","Phacopida","Pterygometopidae","Toxochasmops","Toxochasmops (Toxochasmops) extensus","Soudleyan","Marshbrookian",457.5,452,454.75,10.656944,59.945831
"Arthropoda","Trilobita","Asaphida","Asaphidae","Valdaites","Valdaites aciculatus","Lasnamagi","",463.5,460.9,462.2,15.016667,60.908333
"Arthropoda","Trilobita","Asaphida","Asaphidae","Pseudobasilicus","Pseudobasilicus brachyrachis","Lasnamagi","",463.5,460.9,462.2,15.016667,60.908333
"Arthropoda","Trilobita","Asaphida","Asaphidae","Pseudobasilicus","Pseudobasilicus brachyrachis","Lasnamagi","",463.5,460.9,462.2,15.016667,60.908333
"Arthropoda","Trilobita","Asaphida","Asaphidae","Asaphus","Asaphus (Neoasaphus) lepidus","Uhaku","Lasnamagi",466,460.9,463.45,15.016667,60.908333
"Arthropoda","Trilobita","Lichida","Lichidae","Hoplolichas","Hoplolichas proboscideus","Uhaku","Lasnamagi",466,460.9,463.45,15.016667,60.908333
"Arthropoda","Trilobita","Asaphida","Remopleurididae","Apatokephalus","Apatokephalus serratus","Varangu","",485.4,484.5,484.95,11.177778,59.141666
"Arthropoda","Trilobita","Asaphida","Alsataspididae","Falanaspis","Falanaspis aliena","Varangu","",485.4,484.5,484.95,11.177778,59.141666
"Arthropoda","Trilobita","Agnostida","Metagnostidae","Geragnostus","Geragnostus crassus","Varangu","",485.4,484.5,484.95,11.177778,59.141666
"Arthropoda","Trilobita","Asaphida","Asaphidae","Niobe","Niobe (Niobella) obsoleta","Varangu","",485.4,484.5,484.95,11.177778,59.141666
"Arthropoda","Trilobita","Asaphida","Asaphidae","Promegalaspides","Promegalaspides (Borogothus) intactus","Varangu","",485.4,484.5,484.95,11.177778,59.141666
"Arthropoda","Trilobita","Ptychopariida","Shumardiidae","Conophrys","Conophrys pusilla","Varangu","",485.4,484.5,484.95,11.177778,59.141666
"Arthropoda","Trilobita","Asaphida","Nileidae","Symphysurus","Symphysurus angustatus","Varangu","",485.4,484.5,484.95,11.177778,59.141666
"Arthropoda","Trilobita","Olenida","Olenidae","Bienvillia","Bienvillia angelini","Varangu","",485.4,484.5,484.95,11.177778,59.141666
"Arthropoda","Trilobita","Agnostida","Metagnostidae","Arthrorhachis","Arthrorhachis mobergi","Varangu","",485.4,484.5,484.95,11.177778,59.141666
"Arthropoda","Trilobita","Agnostida","Metagnostidae","Geragnostus","Geragnostus crassus","Tremadocian","Floian",485.4,470,477.7,14,58
"Arthropoda","Trilobita","Asaphida","Asaphidae","Lapidaria","Lapidaria rugosa","Tremadocian","Floian",485.4,470,477.7,14,58
"Arthropoda","Trilobita","Asaphida","Asaphidae","Niobe","Niobe (Niobella) bohlini","Tremadocian","Floian",485.4,470,477.7,14,58
"Arthropoda","Trilobita","Asaphida","Asaphidae","Megistaspis","Megistaspis (Paramegistaspis) planilimbata","Tremadocian","Floian",485.4,470,477.7,14,58
"Arthropoda","Trilobita","Asaphida","Asaphidae","Promegalaspides","Promegalaspides (Borogothus) stenorachis","Tremadocian","Floian",485.4,470,477.7,14,58
"Arthropoda","Trilobita","Asaphida","Nileidae","Symphysurus","Symphysurus angustatus","Tremadocian","Floian",485.4,470,477.7,14,58
"Arthropoda","Trilobita","Corynexochida","Illaenidae","Stenopareia","Stenopareia glaber","Soudleyan","Marshbrookian",457.5,452,454.75,9.708333,59.043056
"Arthropoda","Trilobita","Phacopida","Pterygometopidae","Toxochasmops","Toxochasmops (Toxochasmops) extensus","Soudleyan","Marshbrookian",457.5,452,454.75,9.708333,59.043056
"Arthropoda","Trilobita","Phacopida","Pterygometopidae","Toxochasmops","Toxochasmops (Toxochasmops) extensus","Actonian","Onnian",455.8,449.5,452.65,9.745833,58.993057
"Arthropoda","Trilobita","Phacopida","Pterygometopidae","Toxochasmops","Toxochasmops (Toxochasmops) extensus","Actonian","Onnian",455.8,449.5,452.65,9.679167,59.076389
"Arthropoda","Trilobita","Asaphida","Trinucleidae","Broeggerolithus","Broeggerolithus broeggeri","Soudleyan","",457.5,455.8,456.65,-3,53
"Arthropoda","Trilobita","Phacopida","Calymenidae","Flexicalymene","Flexicalymene (Reacalymene) limba","Soudleyan","",457.5,455.8,456.65,-3,53
"Arthropoda","Trilobita","Asaphida","Trinucleidae","Broeggerolithus","Broeggerolithus broeggeri","Soudleyan","",457.5,455.8,456.65,-3,53
"Arthropoda","Trilobita","Phacopida","Homalonotidae","Brongniartella","Brongniartella minor","Soudleyan","",457.5,455.8,456.65,-3,53
"Arthropoda","Trilobita","Phacopida","Calymenidae","Flexicalymene","Flexicalymene (Reacalymene) limba","Soudleyan","",457.5,455.8,456.65,-3,53
"Arthropoda","Trilobita","Asaphida","Trinucleidae","Broeggerolithus","Broeggerolithus broeggeri","Soudleyan","",457.5,455.8,456.65,-3,53
"Arthropoda","Trilobita","Phacopida","Homalonotidae","Brongniartella","Brongniartella minor","Soudleyan","",457.5,455.8,456.65,-3,53
"Arthropoda","Trilobita","Phacopida","Calymenidae","Flexicalymene","Flexicalymene (Reacalymene) limba","Soudleyan","",457.5,455.8,456.65,-3,53
"Arthropoda","Trilobita","Asaphida","Trinucleidae","Broeggerolithus","Broeggerolithus broeggeri","Longvillian","",457.5,455.8,456.65,-3,53
"Arthropoda","Trilobita","Phacopida","Pterygometopidae","Scopelochasmops","Scopelochasmops cambrensis","Longvillian","",457.5,455.8,456.65,-3,53
"Arthropoda","Trilobita","Phacopida","Calymenidae","Flexicalymene","Flexicalymene caractaci","Longvillian","",457.5,455.8,456.65,-3,53
"Arthropoda","Trilobita","Phacopida","Acastidae","Kloucekia","Kloucekia apiculata","Longvillian","",457.5,455.8,456.65,-3,53
"Arthropoda","Trilobita","Phacopida","Pterygometopidae","Scopelochasmops","Scopelochasmops cambrensis","Woolstonian","",455.8,452,453.9,-3,53
"Arthropoda","Trilobita","Phacopida","Encrinuridae","Deacybele","Deacybele pauca","Woolstonian","",455.8,452,453.9,-3,53
"Arthropoda","Trilobita","Phacopida","Pterygometopidae","Estoniops","Estoniops alifrons","Woolstonian","",455.8,452,453.9,-3,53
"Arthropoda","Trilobita","Phacopida","Homalonotidae","Brongniartella","Brongniartella minor","Soudleyan","",457.5,455.8,456.65,-4,53
"Arthropoda","Trilobita","Asaphida","Remopleurididae","Amphitryon","Amphitryon murchisonii","Rawtheyan","",455.8,445.6,450.7,-3,53
"Arthropoda","Trilobita","Phacopida","Pterygometopidae","Calyptaulax","Calyptaulax norvegicus","Rawtheyan","",455.8,445.6,450.7,-3,53
"Arthropoda","Trilobita","Proetida","Cheiruridae","Ceraurinella","Ceraurinella intermedia","Rawtheyan","",455.8,445.6,450.7,-3,53
"Arthropoda","Trilobita","Phacopida","Encrinuridae","Cybeloides","Cybeloides (Paracybeloides) girvanensis","Rawtheyan","",455.8,445.6,450.7,-3,53
"Arthropoda","Trilobita","Odontopleurida","Odontopleuridae","Diacanthaspis","Diacanthaspis decacantha","Rawtheyan","",455.8,445.6,450.7,-3,53
"Arthropoda","Trilobita","Phacopida","Encrinuridae","Dindymene","Dindymene ornata","Rawtheyan","",455.8,445.6,450.7,-3,53
"Arthropoda","Trilobita","Phacopida","Encrinuridae","Encrinuroides","Encrinuroides sexcostata","Rawtheyan","",455.8,445.6,450.7,-3,53
"Arthropoda","Trilobita","Asaphida","Raphiophoridae","Lonchodomas","Lonchodomas tumidus","Rawtheyan","",455.8,445.6,450.7,-3,53
"Arthropoda","Trilobita","Phacopida","Encrinuridae","Oedicybele","Oedicybele kingi","Rawtheyan","",455.8,445.6,450.7,-3,53
"Arthropoda","Trilobita","Phacopida","Calymenidae","Pharostoma","Pharostoma obtusum","Rawtheyan","",455.8,445.6,450.7,-3,53
"Arthropoda","Trilobita","Corynexochida","Styginidae","Phillipsinella","Phillipsinella parabola","Rawtheyan","",455.8,445.6,450.7,-3,53
"Arthropoda","Trilobita","Lichida","Lichidae","Allolichas","Allolichas glenos","Rawtheyan","",455.8,445.6,450.7,-3,53
