"phylum","class","order","family","genus","species","early_interval","late_interval","max_ma","min_ma","midpoint","lng","lat"
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Turanoceratops","Turanoceratops tardabilis","Middle Turonian","Late Turonian",93.5,89.3,91.4,62.655315,42.117294
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Levnesovia","Levnesovia transoxiana","Middle Turonian","Late Turonian",93.5,89.3,91.4,62.655315,42.117294
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Turanoceratops","Turanoceratops tardabilis","Middle Turonian","Late Turonian",93.5,89.3,91.4,62.655315,42.117294
"Chordata","Saurischia","Avetheropoda","Dromaeosauridae","Asiamericana","Asiamericana asiatica","Middle Turonian","Late Turonian",93.5,89.3,91.4,62.655315,42.117294
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Turanoceratops","Turanoceratops tardabilis","Middle Turonian","Late Turonian",93.5,89.3,91.4,62.655315,42.117294
"Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Tastavinsaurus","Tastavinsaurus sanzi","Early Aptian","",125.45,122.46,123.955,0.059722,40.706944
"Chordata","Saurischia","Avetheropoda","Dromaeosauridae","Dromaeosaurus","Dromaeosaurus explanatus","Early Cenomanian","",99.6,93.5,96.55,65.800003,40.099998
"Chordata","Saurischia","Avetheropoda","Neovenatoridae","Chilantaisaurus","Chilantaisaurus zheziangensis","Santonian","",86.3,83.6,84.95,119.344398,29.02417
"Chordata","Saurischia","Avetheropoda","Therizinosauridae","Nanshiungosaurus","Nanshiungosaurus brevispinus","Maastrichtian","",72.1,66,69.05,114.863602,23.484699
"Chordata","Saurischia","Avetheropoda","Proceratosauridae","Guanlong","Guanlong wucaii","Oxfordian","",163.5,157.3,160.4,88.9217,45.171223
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Asiaceratops","Asiaceratops salsopaludalis","Early Cenomanian","",99.6,93.5,96.55,65.800003,40.099998
"Chordata","Saurischia","NO_ORDER_SPECIFIED","Spinosauridae","Spinosaurus","Spinosaurus aegyptiacus","Early Cenomanian","",99.6,93.5,96.55,-5.2,30.033333
"Chordata","Saurischia","Avetheropoda","Caenagnathidae","Hagryphus","Hagryphus giganteus","Late Campanian","",83.5,70.6,77.05,-111.862358,37.647072
"Chordata","Saurischia","Avetheropoda","Allosauridae","Allosaurus","Allosaurus fragilis","Kimmeridgian","Tithonian",157.3,145,151.15,-105.231598,38.547501
"Chordata","Saurischia","NO_ORDER_SPECIFIED","Riojasauridae","Riojasaurus","Riojasaurus incertus","Norian","",228,208.5,218.25,-68.112999,-30
"Chordata","Saurischia","NO_ORDER_SPECIFIED","Noasauridae","Ligabueino","Ligabueino andesi","Barremian","Early Aptian",129.4,122.46,125.93,-70.066704,-39.508701
"Chordata","Saurischia","NO_ORDER_SPECIFIED","Rebbachisauridae","Rayososaurus","Rayososaurus agrioensis","Early Cenomanian","",99.6,93.5,96.55,-69.915833,-38.352779
"Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Aeolosaurus","Aeolosaurus rionegrinus","Late Campanian","Early Maastrichtian",83.5,66,74.75,-68.733299,-41.25
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Secernosaurus","Secernosaurus koerneri","Campanian","Maastrichtian",83.6,66,74.8,-68.50972,-45.61972
"Chordata","Saurischia","NO_ORDER_SPECIFIED","Abelisauridae","Rugops","Rugops primus","Cenomanian","",100.5,93.9,97.2,5.616667,17.933332
"Chordata","Saurischia","Avetheropoda","Carcharodontosauridae","Carcharodontosaurus","Carcharodontosaurus iguidensis","Cenomanian","",100.5,93.9,97.2,5.616667,17.933332
"Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Protoavis","Protoavis texensis","Norian","",228,208.5,218.25,-101.315002,33.521389
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Prosaurolophus","Prosaurolophus maximus","Late Campanian","",83.5,70.6,77.05,-111.494736,50.737041
"Chordata","Saurischia","Avetheropoda","Troodontidae","Troodon","Troodon formosus","Campanian","",83.6,72.1,77.85,-111.397003,50.7206
"Chordata","Saurischia","NO_ORDER_SPECIFIED","Megaloolithidae","Megaloolithus","Megaloolithus cylindricus","Maastrichtian","",72.1,66,69.05,79.971848,23.168722
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Nodosauridae","Panoplosaurus","Panoplosaurus mirus","Late Campanian","",83.5,70.6,77.05,-111.51165,50.733894
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Nodosauridae","Panoplosaurus","Panoplosaurus rugosidens","Late Campanian","",83.5,70.6,77.05,-111.504478,50.736919
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Corythosaurus","Corythosaurus casuarius","Late Campanian","",83.5,70.6,77.05,-111.490036,50.748573
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Corythosaurus","Corythosaurus intermedius","Late Campanian","",83.5,70.6,77.05,-111.484749,50.744595
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Corythosaurus","Corythosaurus intermedius","Late Campanian","",83.5,70.6,77.05,-111.444916,50.746986
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Corythosaurus","Corythosaurus intermedius","Late Campanian","",83.5,70.6,77.05,-111.444145,50.747425
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Chasmosaurus","Chasmosaurus belli","Late Campanian","",83.5,70.6,77.05,-111.585434,50.811378
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Centrosaurus","Centrosaurus apertus","Late Campanian","",83.5,70.6,77.05,-111.429771,50.756886
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Lambeosaurus","Lambeosaurus lambei","Late Campanian","",83.5,70.6,77.05,-111.426971,50.762272
"Chordata","Saurischia","Avetheropoda","Tyrannosauridae","Gorgosaurus","Gorgosaurus libratus","Late Campanian","",83.5,70.6,77.05,-111.620216,50.806854
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Corythosaurus","Corythosaurus casuarius","Late Campanian","",83.5,70.6,77.05,-111.614983,50.801422
"Chordata","Saurischia","Avetheropoda","Tyrannosauridae","Gorgosaurus","Gorgosaurus libratus","Late Campanian","",83.5,70.6,77.05,-111.612221,50.803993
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Centrosaurus","Centrosaurus apertus","Late Campanian","",83.5,70.6,77.05,-111.613876,50.789829
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Gryposaurus","Gryposaurus notabilis","Late Campanian","",83.5,70.6,77.05,-111.605766,50.794621
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Gryposaurus","Gryposaurus notabilis","Late Campanian","",83.5,70.6,77.05,-111.597366,50.793125
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Centrosaurus","Centrosaurus apertus","Late Campanian","",83.5,70.6,77.05,-111.508659,50.732891
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Nodosauridae","Panoplosaurus","Panoplosaurus mirus","Late Campanian","",83.5,70.6,77.05,-111.508652,50.733116
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Centrosaurus","Centrosaurus apertus","Late Campanian","",83.5,70.6,77.05,-111.465996,50.748852
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Chasmosaurus","Chasmosaurus belli","Late Campanian","",83.5,70.6,77.05,-111.566536,50.733047
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Lambeosaurus","Lambeosaurus lambei","Late Campanian","",83.5,70.6,77.05,-111.631805,50.820873
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ankylosauridae","Platypelta","Platypelta coombsi","Late Campanian","",83.5,70.6,77.05,-111.425491,50.729923
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Centrosaurus","Centrosaurus apertus","Late Campanian","",83.5,70.6,77.05,-111.602051,50.820881
"Chordata","Saurischia","NO_ORDER_SPECIFIED","Mamenchisauridae","Mamenchisaurus","Mamenchisaurus youngi","Kimmeridgian","Tithonian",157.3,145,151.15,104.770279,29.409721
"Chordata","Saurischia","NO_ORDER_SPECIFIED","Mamenchisauridae","Mamenchisaurus","Mamenchisaurus hochuanensis","Kimmeridgian","Tithonian",157.3,145,151.15,104.775833,29.340279
"Chordata","Saurischia","NO_ORDER_SPECIFIED","Mamenchisauridae","Mamenchisaurus","Mamenchisaurus anyuensis","Late Jurassic","",163.5,145,154.25,105.300003,30.15
"Chordata","Saurischia","NO_ORDER_SPECIFIED","Mamenchisauridae","Mamenchisaurus","Mamenchisaurus anyuensis","Late Aptian","",122.46,112.03,117.245,105.300003,30.15
"Chordata","Saurischia","NO_ORDER_SPECIFIED","Rebbachisauridae","Limaysaurus","Limaysaurus tessonei","Late Cenomanian","Turonian",99.6,89.8,94.7,-68.796501,-39.311401
"Chordata","Aves","Suliformes","Plotopteridae","Plotopterum","Plotopterum joaquinensis","Chattian","",28.1,23.03,25.565,-118.848335,35.492779
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ankylosauridae","Euoplocephalus","Euoplocephalus tutus","Late Campanian","",83.5,70.6,77.05,-111.594505,50.825855
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Corythosaurus","Corythosaurus casuarius","Late Campanian","",83.5,70.6,77.05,-111.605812,50.792442
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Corythosaurus","Corythosaurus intermedius","Late Campanian","",83.5,70.6,77.05,-111.511131,50.570576
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Corythosaurus","Corythosaurus intermedius","Late Campanian","",83.5,70.6,77.05,-111.513931,50.733753
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Gryposaurus","Gryposaurus notabilis","Late Campanian","",83.5,70.6,77.05,-111.363739,50.783001
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Gryposaurus","Gryposaurus notabilis","Late Campanian","",83.5,70.6,77.05,-111.363014,50.784405
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Chasmosaurus","Chasmosaurus belli","Late Campanian","",83.5,70.6,77.05,-111.599556,50.819096
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ankylosauridae","Scolosaurus","Scolosaurus cutleri","Middle Campanian","Late Campanian",83.5,70.6,77.05,-111.406532,50.748589
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Centrosaurus","Centrosaurus apertus","Late Campanian","",83.5,70.6,77.05,-111.39827,50.754902
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Corythosaurus","Corythosaurus casuarius","Late Campanian","",83.5,70.6,77.05,-111.400688,50.756268
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Centrosaurus","Centrosaurus apertus","Late Campanian","",83.5,70.6,77.05,-111.414452,50.748989
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Parasaurolophus","Parasaurolophus walkeri","Late Campanian","",83.5,70.6,77.05,-111.565781,50.742214
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Prosaurolophus","Prosaurolophus maximus","Late Campanian","",83.5,70.6,77.05,-111.491188,50.74321
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Lambeosaurus","Lambeosaurus lambei","Late Campanian","",83.5,70.6,77.05,-111.546585,50.733223
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ankylosauridae","Scolosaurus","Scolosaurus cutleri","Late Campanian","",83.5,70.6,77.05,-111.503944,50.759621
"Chordata","Saurischia","Avetheropoda","Tyrannosauridae","Gorgosaurus","Gorgosaurus libratus","Late Campanian","",83.5,70.6,77.05,-111.504005,50.759502
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Centrosaurus","Centrosaurus apertus","Late Campanian","",83.5,70.6,77.05,-111.516617,50.746586
"Chordata","Saurischia","NO_ORDER_SPECIFIED","Camarasauridae","Camarasaurus","Camarasaurus lentus","Early Tithonian","",150.8,145,147.9,-109.300552,40.441387
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Nodosauridae","Panoplosaurus","Panoplosaurus rugosidens","Late Campanian","",83.5,70.6,77.05,-111.563438,50.738365
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Centrosaurus","Centrosaurus apertus","Late Campanian","",83.5,70.6,77.05,-111.513313,50.743546
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Brachylophosaurus","Brachylophosaurus canadensis","Late Campanian","",83.5,70.6,77.05,-111.514091,50.752831
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Centrosaurus","Centrosaurus apertus","Late Campanian","",83.5,70.6,77.05,-111.567169,50.743645
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Chasmosaurus","Chasmosaurus belli","Late Campanian","",83.5,70.6,77.05,-111.571686,50.743309
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Corythosaurus","Corythosaurus casuarius","Late Campanian","",83.5,70.6,77.05,-111.493225,50.746067
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Prosaurolophus","Prosaurolophus maximus","Late Campanian","",83.5,70.6,77.05,-111.484253,50.734722
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Corythosaurus","Corythosaurus casuarius","Late Campanian","",83.5,70.6,77.05,-111.519859,50.732067
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Prosaurolophus","Prosaurolophus maximus","Late Campanian","",83.5,70.6,77.05,-111.46907,50.74543
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Corythosaurus","Corythosaurus casuarius","Late Campanian","",83.5,70.6,77.05,-111.476334,50.751774
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Nodosauridae","Glyptodontopelta","Glyptodontopelta mimus","Late Maastrichtian","",70.6,66,68.3,-108.892502,36.236942
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Magnamanus","Magnamanus soriaensis","Late Hauterivian","Early Barremian",136.4,125.45,130.925,-2.5333,41.766701
"Chordata","Saurischia","Avetheropoda","Dromaeosauridae","Austroraptor","Austroraptor cabazai","Late Campanian","Early Maastrichtian",83.5,66,74.75,-66.800835,-40.057777
"Chordata","Aves","Sphenisciformes","Spheniscidae","Spheniscus","Spheniscus muizoni","Serravallian","",13.82,11.62,12.72,-75.671387,-14.558056
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Iguanodon","Iguanodon galvensis","Early Barremian","",130,125.45,127.725,-0.883872,40.645859
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Iguanodon","Iguanodon galvensis","Early Barremian","",130,125.45,127.725,-0.883872,40.645859
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Iguanodontipodidae","Caririchnium","Caririchnium lotus","Barremian","",129.4,125,127.2,-2.28049,42.2015
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Gryposaurus","Gryposaurus notabilis","Late Campanian","",83.5,70.6,77.05,-111.519936,50.739964
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Corythosaurus","Corythosaurus intermedius","Late Campanian","",83.5,70.6,77.05,-111.502769,50.738438
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Stegoceras","Stegoceras validum","Late Campanian","",83.5,70.6,77.05,-111.327057,50.809383
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Centrosaurus","Centrosaurus apertus","Late Campanian","",83.5,70.6,77.05,-111.490646,50.747437
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Centrosaurus","Centrosaurus apertus","Late Campanian","",83.5,70.6,77.05,-111.58017,50.81271
"Chordata","Saurischia","Avetheropoda","Dromaeosauridae","Saurornitholestes","Saurornitholestes langstoni","Late Campanian","",83.5,70.6,77.05,-111.59819,50.814102
"Chordata","Saurischia","Avetheropoda","Troodontidae","Stenonychosaurus","Stenonychosaurus inequalis","Late Campanian","",83.5,70.6,77.05,-111.6269,50.793301
"Chordata","Saurischia","Avetheropoda","Caenagnathidae","Chirostenotes","Chirostenotes pergracilis","Late Campanian","",83.5,70.6,77.05,-111.489197,50.743008
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Centrosaurus","Centrosaurus apertus","Middle Campanian","Late Campanian",83.5,70.6,77.05,-111.409172,50.74884
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Gryposaurus","Gryposaurus notabilis","Late Campanian","",83.5,70.6,77.05,-111.478783,50.749786
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Corythosaurus","Corythosaurus casuarius","Late Campanian","",83.5,70.6,77.05,-111.501373,50.741951
"Chordata","Saurischia","Avetheropoda","Troodontidae","Stenonychosaurus","Stenonychosaurus inequalis","Late Campanian","",83.5,70.6,77.05,-111.5924,50.793301
"Chordata","Saurischia","Avetheropoda","Troodontidae","Stenonychosaurus","Stenonychosaurus inequalis","Late Campanian","",83.5,70.6,77.05,-111.511902,50.742401
"Chordata","Saurischia","Avetheropoda","Dromaeosauridae","Saurornitholestes","Saurornitholestes langstoni","Late Campanian","",83.5,70.6,77.05,-111.482712,50.746437
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Corythosaurus","Corythosaurus casuarius","Late Campanian","",83.5,70.6,77.05,-111.456673,50.770535
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Lambeosaurus","Lambeosaurus lambei","Late Campanian","",83.5,70.6,77.05,-111.397041,50.796066
"Chordata","Saurischia","NO_ORDER_SPECIFIED","Saltasauridae","Neuquensaurus","Neuquensaurus australis","Maastrichtian","",72.1,66,69.05,-57.493492,-33.874874
"Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Antarctosaurus","Antarctosaurus wichmannianus","Maastrichtian","",72.1,66,69.05,-57.493492,-33.874874
"Chordata","Saurischia","Avetheropoda","NO_FAMILY_SPECIFIED","Juravenator","Juravenator starki","Late Kimmeridgian","",155.7,150.8,153.25,11.584697,48.918259
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Corythosaurus","Corythosaurus casuarius","Late Campanian","",83.5,70.6,77.05,-111.477402,50.749699
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Styracosaurus","Styracosaurus albertensis","Late Campanian","",83.5,70.6,77.05,-111.575905,50.741257
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Pachycephalosaurus","Pachycephalosaurus wyomingensis","Late Campanian","",83.5,70.6,77.05,-111.575905,50.741257
"Chordata","Saurischia","Avetheropoda","Dromaeosauridae","Saurornitholestes","Saurornitholestes langstoni","Late Campanian","",83.5,70.6,77.05,-111.482979,50.747234
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Lambeosaurus","Lambeosaurus clavinitialis","Late Campanian","",83.5,70.6,77.05,-111.577797,50.818413
"Chordata","Aves","NO_ORDER_SPECIFIED","Koreanaornipodidae","Pullornipes","Pullornipes aureus","Late Tithonian","Valanginian",150.8,132.9,141.85,120.940559,41.74472
"Chordata","Reptilia","NO_ORDER_SPECIFIED","Prismatoolithidae","Prismatoolithus","Prismatoolithus caboti","Early Maastrichtian","",70.6,66,68.3,3.541944,43.449722
"Chordata","Saurischia","NO_ORDER_SPECIFIED","Megaloolithidae","Megaloolithus","Megaloolithus siruguei","Middle Campanian","Late Campanian",83.5,70.6,77.05,5.933333,44.433334
"Chordata","Saurischia","NO_ORDER_SPECIFIED","Megaloolithidae","Megaloolithus","Megaloolithus siruguei","Middle Campanian","Late Campanian",83.5,70.6,77.05,5.933333,44.433334
"Chordata","Saurischia","NO_ORDER_SPECIFIED","Megaloolithidae","Megaloolithus","Megaloolithus aureliensis","Middle Campanian","Late Campanian",83.5,70.6,77.05,5.933333,44.433334
"Chordata","Reptilia","NO_ORDER_SPECIFIED","Prismatoolithidae","Prismatoolithus","Prismatoolithus tenuis","Middle Campanian","Late Campanian",83.5,70.6,77.05,5.933333,44.433334
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Rhabdodontidae","Zalmoxes","Zalmoxes robustus","Middle Campanian","",83.5,70.6,77.05,5.717778,43.470001
"Chordata","Saurischia","NO_ORDER_SPECIFIED","Euhelopodidae","Erketu","Erketu ellisoni","Cenomanian","Santonian",100.5,83.6,92.05,109.444443,44.579723
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Muttaburrasaurus","Muttaburrasaurus langdoni","Late Albian","",105.3,99.6,102.45,144.600555,-22.6675
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Heterodontosaurus","Heterodontosaurus tucki","Sinemurian","",199.3,190.8,195.05,27.533333,-30.533333
"Chordata","Saurischia","NO_ORDER_SPECIFIED","Grallatoridae","Grallator","Grallator variabilis","Rhaetian","Hettangian",208.5,199.3,203.9,-0.455278,32.748333
"Chordata","Saurischia","Avetheropoda","Carcharodontosauridae","Carcharodontosaurus","Carcharodontosaurus saharicus","Cenomanian","",100.5,93.9,97.2,0.83333,32.716671
"Chordata","Saurischia","NO_ORDER_SPECIFIED","Anchisauridae","Gyposaurus","Gyposaurus sinensis","Sinemurian","",199.3,190.8,195.05,101.958885,25.141666
"Chordata","Saurischia","NO_ORDER_SPECIFIED","Massospondylidae","Lufengosaurus","Lufengosaurus huenei","Sinemurian","",199.3,190.8,195.05,102.096237,25.164042
"Chordata","Saurischia","NO_ORDER_SPECIFIED","Massospondylidae","Lufengosaurus","Lufengosaurus huenei","Sinemurian","",199.3,190.8,195.05,102.120239,25.183153
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Nodosauridae","Polacanthus","Polacanthus rudgwickensis","Barremian","",129.4,125,127.2,-0.453889,51.097778
"Chordata","Saurischia","NO_ORDER_SPECIFIED","Megalosauridae","Megalosaurus","Megalosaurus bucklandii","Middle Bathonian","",167.7,164.7,166.2,-1.432222,51.851944
"Chordata","Saurischia","Avetheropoda","Caenagnathidae","Citipes","Citipes elegans","Maastrichtian","",72.1,66,69.05,-104.655197,47.099602
"Chordata","Saurischia","Avetheropoda","Tyrannosauridae","Tyrannosaurus","Tyrannosaurus rex","Lancian","",70.6,66,68.3,-103.624443,45.65139
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Pachycephalosauridae","Colepiocephale","Colepiocephale lambei","Middle Campanian","",83.5,70.6,77.05,-111.374168,49.482777
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Pachycephalosauridae","Colepiocephale","Colepiocephale lambei","Middle Campanian","",83.5,70.6,77.05,-111.698608,49.825558
"Chordata","Saurischia","Avetheropoda","Troodontidae","Troodon","Troodon formosus","Late Maastrichtian","",70.6,66,68.3,177.070831,62.873798
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Nodosauridae","Anoplosaurus","Anoplosaurus curtonotus","Early Cenomanian","",99.6,93.5,96.55,-0.651944,51.946388
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Telmatosaurus","Telmatosaurus transsylvanicus","Early Maastrichtian","",70.6,66,68.3,22.916668,45.549999
"Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Iranosauripus","Iranosauripus zerabensis","Hettangian","Pliensbachian",201.3,182.7,192,53,36
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Iguanodontipodidae","Kharkushosauropus","Kharkushosauropus kharkushensis","Late Jurassic","",163.5,145,154.25,68.455002,38.809265
"Chordata","Saurischia","NO_ORDER_SPECIFIED","Eubrontidae","Megalosauripus","Megalosauripus uzbekistanicus","Late Oxfordian","",161.2,155.7,158.45,66.608322,37.937218
"Chordata","Saurischia","NO_ORDER_SPECIFIED","Eubrontidae","Chodjapilesaurus","Chodjapilesaurus krimholzi","Late Oxfordian","",161.2,155.7,158.45,66.608322,37.937218
"Chordata","Saurischia","NO_ORDER_SPECIFIED","Eubrontidae","Megalosauripus","Megalosauripus uzbekistanicus","Late Oxfordian","Early Kimmeridgian",161.2,150.8,156,67.263611,38.755001
"Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Jobaria","Jobaria tiguidensis","Bathonian","Callovian",168.3,163.5,165.9,7.165,16.772223
"Chordata","Saurischia","Avetheropoda","NO_FAMILY_SPECIFIED","Satapliasaurus","Satapliasaurus tschabukianii","Neocomian","",145,130,137.5,42.644444,42.31472
"Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Jobaria","Jobaria tiguidensis","Bathonian","Callovian",168.3,163.5,165.9,7.309167,16.6325
"Chordata","Aves","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Gruipeda","Gruipeda dominguensis","Late Eocene","",37.2,33.9,35.55,-68.75,-28.5
"Chordata","Saurischia","Avetheropoda","Carcharodontosauridae","Carcharodontosaurus","Carcharodontosaurus saharicus","Albian","",113,100.5,106.75,0.25,29.25
"Chordata","Saurischia","Avetheropoda","Carcharodontosauridae","Carcharodontosaurus","Carcharodontosaurus saharicus","Albian","",113,100.5,106.75,0.25,29.25
"Chordata","Saurischia","NO_ORDER_SPECIFIED","Abelisauridae","Majungasaurus","Majungasaurus crenatissimus","Maastrichtian","",72.1,66,69.05,46.564999,-15.923611
"Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Cetiosaurus","Cetiosaurus oxoniensis","Middle Bathonian","",167.7,164.7,166.2,-1.429167,51.863335
"Chordata","Saurischia","NO_ORDER_SPECIFIED","Rebbachisauridae","Rebbachisaurus","Rebbachisaurus garasbae","Early Cenomanian","",99.6,93.5,96.55,-4.836939,30.505667
"Chordata","Reptilia","NO_ORDER_SPECIFIED","Prismatoolithidae","Prismatoolithus","Prismatoolithus tenuis","Late Campanian","Late Maastrichtian",83.5,66,74.75,5.533333,43.5
"Chordata","Saurischia","NO_ORDER_SPECIFIED","Megaloolithidae","Megaloolithus","Megaloolithus mamillare","Late Maastrichtian","",70.6,66,68.3,5.612007,43.48801
"Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Argoides","Argoides minimus","Hettangian","",201.3,199.3,200.3,-72.530952,42.606773
"Chordata","Aves","Sphenisciformes","Spheniscidae","Palaeeudyptes","Palaeeudyptes gunnari","Bartonian","",41.3,38,39.65,-66.439445,-54.451942
"Chordata","Saurischia","NO_ORDER_SPECIFIED","Spinosauridae","Spinosaurus","Spinosaurus aegyptiacus","Early Cenomanian","",99.6,93.5,96.55,-3.855,30.905001
"Chordata","Saurischia","NO_ORDER_SPECIFIED","Mamenchisauridae","Mamenchisaurus","Mamenchisaurus hochuanensis","Kimmeridgian","Tithonian",157.3,145,151.15,104.366699,29.483299
