"phylum","class","order","family","genus","species","early_interval","late_interval","max_ma","min_ma","midpoint","lng","lat"
"Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus brachyrhynchos","Late Pleistocene","",0.126,0.0117,0.06885,-82.416664,29.6
"Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus ossifragus","Late Pleistocene","",0.126,0.0117,0.06885,-82.416664,29.6
"Chordata","Aves","Passeriformes","Corvidae","Cyanocitta","Cyanocitta cristata","Late Pleistocene","",0.126,0.0117,0.06885,-82.416664,29.6
"Chordata","Aves","Passeriformes","Icteridae","Agelaius","Agelaius phoeniceus","Late Pleistocene","",0.126,0.0117,0.06885,-82.416664,29.6
"Chordata","Aves","Passeriformes","Icteridae","Sturnella","Sturnella magna","Late Pleistocene","",0.126,0.0117,0.06885,-82.416664,29.6
"Chordata","Aves","Passeriformes","Icteridae","Cremaster","Cremaster tytthus","Late Pleistocene","",0.126,0.0117,0.06885,-82.416664,29.6
"Chordata","Aves","Passeriformes","Passerellidae","Ammodramus","Ammodramus henslowii","Late Pleistocene","",0.126,0.0117,0.06885,-82.416664,29.6
"Chordata","Aves","Passeriformes","Passerellidae","Passerculus","Passerculus sandwichensis","Late Pleistocene","",0.126,0.0117,0.06885,-82.416664,29.6
"Chordata","Aves","Tinamiformes","Tinamidae","Tinamisornis","Tinamisornis parvulus","Montehermosan","",6.8,4,5.4,-61,-38
"Chordata","Aves","Tinamiformes","Tinamidae","Tinamisornis","Tinamisornis intermedius","Montehermosan","",6.8,4,5.4,-61,-38
"Chordata","Aves","Passeriformes","Icteridae","Agelaius","Agelaius phoeniceus","Rancholabrean","",0.3,0.012,0.156,-109.650002,29.683332
"Chordata","Aves","Passeriformes","Icteridae","Xanthocephalus","Xanthocephalus xanthocephalus","Rancholabrean","",0.3,0.012,0.156,-109.650002,29.683332
"Chordata","Aves","Passeriformes","Icteridae","Euphagus","Euphagus cyanocephalus","Rancholabrean","",0.3,0.012,0.156,-109.650002,29.683332
"Chordata","Aves","Passeriformes","Icteridae","Quiscalus","Quiscalus mexicanus","Rancholabrean","",0.3,0.012,0.156,-109.650002,29.683332
"Chordata","Aves","Passeriformes","Icteridae","Pandanaris","Pandanaris convexa","Rancholabrean","",0.3,0.012,0.156,-109.650002,29.683332
"Chordata","Aves","Passeriformes","Icteridae","Molothrus","Molothrus ater","Rancholabrean","",0.3,0.012,0.156,-109.650002,29.683332
"Chordata","Aves","Passeriformes","Icteridae","Molothrus","Molothrus aeneus","Rancholabrean","",0.3,0.012,0.156,-109.650002,29.683332
"Chordata","Aves","Passeriformes","Icteridae","Icterus","Icterus spurius","Rancholabrean","",0.3,0.012,0.156,-109.650002,29.683332
"Chordata","Aves","Phoenicopteriformes","Palaelodidae","Megapaloelodus","Megapaloelodus connectens","Hemingfordian","",20.43,15.97,18.2,-101.866669,43.133331
"Chordata","Aves","Anseriformes","Anatidae","Dendrochen","Dendrochen robusta","Hemingfordian","",20.43,15.97,18.2,-101.866669,43.133331
"Chordata","Aves","Anseriformes","Anatidae","Querquedula","Querquedula integra","Hemingfordian","",20.43,15.97,18.2,-101.866669,43.133331
"Chordata","Aves","Galliformes","Cracidae","Ortalis","Ortalis pollicaris","Hemingfordian","",20.43,15.97,18.2,-101.866669,43.133331
"Chordata","Aves","Galliformes","Phasianidae","Tympanuchus","Tympanuchus stirtoni","Hemingfordian","",20.43,15.97,18.2,-101.866669,43.133331
"Chordata","Aves","Galliformes","Odontophoridae","Miortyx","Miortyx teres","Hemingfordian","",20.43,15.97,18.2,-101.866669,43.133331
"Chordata","Aves","Strigiformes","Strigidae","Strix","Strix dakota","Hemingfordian","",20.43,15.97,18.2,-101.866669,43.133331
"Chordata","Aves","Phoenicopteriformes","Palaelodidae","Megapaloelodus","Megapaloelodus opsigonus","Clarendonian","",13.6,10.3,11.95,-117.5,43.599998
"Chordata","Aves","Anseriformes","Anatidae","Eremochen","Eremochen russelli","Miocene","",23.03,5.333,14.1815,-117.5,43.599998
"Chordata","Aves","Anseriformes","Anatidae","Ocyplonessa","Ocyplonessa shotwelli","Miocene","",23.03,5.333,14.1815,-117.5,43.599998
"Chordata","Aves","Anseriformes","Anatidae","Eremochen","Eremochen russelli","Miocene","",23.03,5.333,14.1815,-117.5,43.599998
"Chordata","Aves","Anseriformes","Anatidae","Eremochen","Eremochen russelli","Clarendonian","",13.6,10.3,11.95,-117.5,43.599998
"Chordata","Aves","Anseriformes","Anatidae","Querquedula","Querquedula pullulans","Clarendonian","",13.6,10.3,11.95,-117.5,43.599998
"Chordata","Aves","Anseriformes","Anatidae","Ocyplonessa","Ocyplonessa shotwelli","Clarendonian","",13.6,10.3,11.95,-117.5,43.599998
"Chordata","Aves","Gruiformes","Rallidae","Fulica","Fulica infelix","Miocene","",23.03,5.333,14.1815,-117.5,43.599998
"Chordata","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax","Phalacrocorax leptopus","Late Miocene","",11.608,5.333,8.4705,-118.099998,43.75
"Chordata","Aves","Accipitriformes","Accipitridae","Neophrontops","Neophrontops dakotensis","Late Miocene","",11.608,5.333,8.4705,-118.099998,43.75
"Chordata","Aves","Galliformes","Odontophoridae","Cyrtonyx","Cyrtonyx tedfordi","Barstovian","",15.97,13.6,14.785,-117.083336,35.066666
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Protoceratopsidae","Protoceratops","Protoceratops andrewsi","Late Campanian","",83.5,70.6,77.05,102.909164,44.094166
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Protoceratopsidae","Protoceratops","Protoceratops andrewsi","Late Campanian","",83.5,70.6,77.05,102.909164,44.094166
"Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Brontopodus","Brontopodus plagnensis","Early Tithonian","",150.8,145,147.9,5.711111,46.18972
"Chordata","Aves","Anseriformes","Anatidae","Nettion","Nettion ogallalae","Clarendonian","",13.6,10.3,11.95,-99.751297,39.0821
"Chordata","Aves","Passeriformes","Fringillidae","Palaeostruthus","Palaeostruthus eurius","Clarendonian","Hemphillian",13.6,4.9,9.25,-82.099998,29.799999
"Chordata","Aves","Charadriiformes","Scolopacidae","Ereunetes","Ereunetes rayi","Hemphillian","",10.3,4.9,7.6,-82.599998,29.65
"Chordata","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax","Phalacrocorax wetmorei","Hemphillian","",10.3,4.9,7.6,-82.599998,29.65
"Chordata","Aves","Ciconiiformes","Ciconiidae","Propelargus","Propelargus olseni","Hemingfordian","",20.43,15.97,18.2,-84.199997,30.299999
"Chordata","Aves","Phoenicopteriformes","Palaelodidae","Probalearica","Probalearica crataegensis","Hemingfordian","",20.43,15.97,18.2,-84.199997,30.299999
"Chordata","Aves","Procellariiformes","Procellariidae","Puffinus","Puffinus micraulax","Miocene","",23.03,5.333,14.1815,-82.099998,29.799999
"Chordata","Aves","Suliformes","Sulidae","Sula","Sula universitatis","Early Miocene","Middle Miocene",23.03,11.608,17.319,-82.357002,29.645
"Chordata","Aves","Passeriformes","Icteridae","Agelaius","Agelaius phoeniceus","Late Pleistocene","",0.126,0.0117,0.06885,-112.900002,42.799999
"Chordata","Aves","Galliformes","Phasianidae","Bonasa","Bonasa umbellus","Late Pleistocene","",0.126,0.0117,0.06885,-112.900002,42.799999
"Chordata","Aves","Falconiformes","Falconidae","Falco","Falco peregrinus","Late Pleistocene","",0.126,0.0117,0.06885,-112.900002,42.799999
"Chordata","Aves","Anseriformes","Anatidae","Mergus","Mergus merganser","Late Pleistocene","",0.126,0.0117,0.06885,-112.900002,42.799999
"Chordata","Aves","Anseriformes","Anatidae","Anser","Anser caerulescens","Late Pleistocene","",0.126,0.0117,0.06885,-112.900002,42.799999
"Chordata","Aves","Anseriformes","Anatidae","Nettion","Nettion greeni","Clarendonian","",13.6,10.3,11.95,-101.800003,43.200001
"Chordata","Aves","Galliformes","Phasianidae","Agriocharis","Agriocharis anza","Irvingtonian","",1.8,0.3,1.05,-99.5,33.75
"Chordata","Aves","Galliformes","Phasianidae","Agriocharis","Agriocharis progenes","Blancan","",4.9,1.8,3.35,-100.300003,37.200001
"Chordata","Aves","Procellariiformes","Procellariidae","Puffinus","Puffinus lherminieri","Late Pleistocene","Holocene",0.126,0,0.063,-59.441944,13.165
"Chordata","Aves","Anseriformes","Anatidae","Dendrocygna","Dendrocygna arborea","Late Pleistocene","Holocene",0.126,0,0.063,-59.441944,13.165
"Chordata","Aves","Anseriformes","Anatidae","Dendrocygna","Dendrocygna autumnalis","Late Pleistocene","Holocene",0.126,0,0.063,-59.441944,13.165
"Chordata","Aves","Anseriformes","Anatidae","Neochen","Neochen barbadiana","Late Pleistocene","Holocene",0.126,0,0.063,-59.441944,13.165
"Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo jamaicensis","Late Pleistocene","Holocene",0.126,0,0.063,-59.441944,13.165
"Chordata","Aves","Gruiformes","Rallidae","Fulica","Fulica podagrica","Late Pleistocene","Holocene",0.126,0,0.063,-59.441944,13.165
"Chordata","Aves","Podicipediformes","Podicipedidae","Aechmophorus","Aechmophorus occidentalis","Late Pleistocene","",0.126,0.0117,0.06885,-98.933334,19.416668
"Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps","Podiceps parvus","Late Pleistocene","",0.126,0.0117,0.06885,-98.933334,19.416668
"Chordata","Aves","Phoenicopteriformes","Phoenicopteridae","Phoenicopterus","Phoenicopterus copei","Late Pleistocene","",0.126,0.0117,0.06885,-98.933334,19.416668
"Chordata","Aves","Anseriformes","Anatidae","Aythya","Aythya affinis","Late Pleistocene","",0.126,0.0117,0.06885,-98.933334,19.416668
"Chordata","Aves","Gruiformes","Rallidae","Fulica","Fulica americana","Late Pleistocene","",0.126,0.0117,0.06885,-98.933334,19.416668
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ankylosauridae","Platypelta","Platypelta coombsi","Late Campanian","",83.5,70.6,77.05,-110.385658,51.438782
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ankylosauridae","Anodontosaurus","Anodontosaurus inceptus","Late Campanian","",83.5,70.6,77.05,-110.385658,51.438782
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ankylosauridae","Anodontosaurus","Anodontosaurus lambei","Late Campanian","Early Maastrichtian",83.5,66,74.75,-112.818901,51.542702
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ankylosauridae","Anodontosaurus","Anodontosaurus inceptus","Late Campanian","Early Maastrichtian",83.5,66,74.75,-111.6035,50.830612
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ankylosauridae","Anodontosaurus","Anodontosaurus lambei","Early Maastrichtian","",70.6,66,68.3,-112.983597,50.698799
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ankylosauridae","Anodontosaurus","Anodontosaurus lambei","Early Maastrichtian","",70.6,66,68.3,-112.911301,51.688202
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ankylosauridae","Euoplocephalus","Euoplocephalus tutus","Late Campanian","",83.5,70.6,77.05,-111.604233,50.823826
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ankylosauridae","Platypelta","Platypelta coombsi","Campanian","",83.6,72.1,77.85,-111.620003,50.599998
"Chordata","Saurischia","Avetheropoda","Dromaeosauridae","Dromaeosaurus","Dromaeosaurus albertensis","Late Campanian","",83.5,70.6,77.05,-111.620003,50.599998
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Lambeosaurus","Lambeosaurus lambei","Late Campanian","",83.5,70.6,77.05,-111.620003,50.599998
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ankylosauridae","Platypelta","Platypelta coombsi","Middle Campanian","Late Campanian",83.5,70.6,77.05,-110.642097,49.221901
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ankylosauridae","Platypelta","Platypelta coombsi","Late Campanian","",83.5,70.6,77.05,-111.494736,50.737041
"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ankylosauridae","Platypelta","Platypelta coombsi","Late Campanian","",83.5,70.6,77.05,-111.60598,50.813114
"Chordata","Aves","Galliformes","Phasianidae","Meleagris","Meleagris gallopavo","Late Pleistocene","",0.126,0.0117,0.06885,-82.300003,29.1
"Chordata","Aves","Podicipediformes","Podicipedidae","Podilymbus","Podilymbus podiceps","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","Butorides virescens","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Pelecaniformes","Ardeidae","Egretta","Egretta thula","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Pelecaniformes","Ardeidae","Botaurus","Botaurus lentiginosus","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Anseriformes","Anatidae","Anas","Anas platyrhynchos","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Anseriformes","Anatidae","Anas","Anas acuta","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Anseriformes","Anatidae","Spatula","Spatula discors","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Anseriformes","Anatidae","Spatula","Spatula clypeata","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Anseriformes","Anatidae","Aix","Aix sponsa","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Anseriformes","Anatidae","Aythya","Aythya collaris","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Anseriformes","Anatidae","Aythya","Aythya affinis","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Anseriformes","Anatidae","Bucephala","Bucephala albeola","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Anseriformes","Anatidae","Clangula","Clangula hyemalis","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Anseriformes","Anatidae","Lophodytes","Lophodytes cucullatus","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Cathartiformes","Cathartidae","Coragyps","Coragyps occidentalis","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Accipitriformes","Accipitridae","Accipiter","Accipiter cooperii","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo platypterus","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Falconiformes","Falconidae","Caracara","Caracara cheriway","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Falconiformes","Falconidae","Falco","Falco peregrinus","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Falconiformes","Falconidae","Falco","Falco sparverius","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Galliformes","Phasianidae","Tympanuchus","Tympanuchus cupido","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Galliformes","Odontophoridae","Colinus","Colinus suilium","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Gruiformes","Rallidae","Rallus","Rallus elegans","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Gruiformes","Rallidae","Rallus","Rallus limicola","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Gruiformes","Rallidae","Rallus","Rallus limicola","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana carolina","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Gruiformes","Rallidae","Coturnicops","Coturnicops noveboracensis","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Gruiformes","Rallidae","Laterallus","Laterallus exilis","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Gruiformes","Rallidae","Porphyrio","Porphyrio martinica","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Gruiformes","Rallidae","Gallinula","Gallinula chloropus","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Gruiformes","Rallidae","Fulica","Fulica americana","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Charadriiformes","Charadriidae","Dorypaltus","Dorypaltus prophatus","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius vociferus","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Charadriiformes","Scolopacidae","Scolopax","Scolopax minor","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Charadriiformes","Scolopacidae","Gallinago","Gallinago gallinago","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Charadriiformes","Scolopacidae","Numenius","Numenius americanus","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Charadriiformes","Scolopacidae","Actitis","Actitis macularius","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Tringa melanoleuca","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Charadriiformes","Recurvirostridae","Recurvirostra","Recurvirostra americana","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Columbiformes","Columbidae","Ectopistes","Ectopistes migratorius","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Columbiformes","Columbidae","Zenaida","Zenaida macroura","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Cuculiformes","Cuculidae","Coccyzus","Coccyzus americanus","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Strigiformes","Strigidae","Megascops","Megascops asio","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Strigiformes","Strigidae","Athene","Athene cunicularia","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Strigiformes","Strigidae","Asio","Asio flammeus","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Piciformes","Picidae","Colaptes","Colaptes auratus","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Piciformes","Picidae","Melanerpes","Melanerpes erythrocephalus","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Passeriformes","Hirundinidae","Tachycineta","Tachycineta speleodytes","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Passeriformes","Corvidae","Aphelocoma","Aphelocoma coerulescens","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Passeriformes","Corvidae","Protocitta","Protocitta dixi","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus brachyrhynchos","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus ossifragus","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","Troglodytes aedon","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Passeriformes","Troglodytidae","Cistothorus","Cistothorus platensis","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Passeriformes","Mimidae","Mimus","Mimus polyglottos","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Passeriformes","Mimidae","Toxostoma","Toxostoma rufum","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Passeriformes","Vireonidae","Vireo","Vireo griseus","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Passeriformes","Parulidae","Geothlypis","Geothlypis trichas","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Passeriformes","Icteridae","Sturnella","Sturnella magna","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Passeriformes","Icteridae","Quiscalus","Quiscalus quiscula","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Passeriformes","Icteridae","Molothrus","Molothrus ater","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Passeriformes","Icteridae","Cremaster","Cremaster tytthus","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Passeriformes","Icteridae","Pandanaris","Pandanaris convexa","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Passeriformes","Cardinalidae","Cardinalis","Cardinalis cardinalis","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Passeriformes","Passerellidae","Pipilo","Pipilo erythrophthalmus","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Passeriformes","Passerellidae","Ammodramus","Ammodramus savannarum","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Passeriformes","Passerellidae","Ammodramus","Ammodramus henslowii","Late Pleistocene","",0.126,0.0117,0.06885,-82.099998,29.799999
"Chordata","Aves","Cathartiformes","Cathartidae","Cathartes","Cathartes aura","Late Pleistocene","",0.126,0.0117,0.06885,-122.281998,40.784
"Chordata","Aves","Cathartiformes","Cathartidae","Catharista","Catharista shastensis","Late Pleistocene","",0.126,0.0117,0.06885,-122.281998,40.784
"Chordata","Aves","Cathartiformes","Cathartidae","Gymnogyps","Gymnogyps californianus","Late Pleistocene","",0.126,0.0117,0.06885,-122.281998,40.784
"Chordata","Aves","Falconiformes","Falconidae","Falco","Falco sparverius","Late Pleistocene","",0.126,0.0117,0.06885,-122.281998,40.784
"Chordata","Aves","Falconiformes","Falconidae","Falco","Falco peregrinus","Late Pleistocene","",0.126,0.0117,0.06885,-122.281998,40.784
"Chordata","Aves","Strigiformes","Strigidae","Bubo","Bubo sinclairi","Late Pleistocene","",0.126,0.0117,0.06885,-122.281998,40.784
"Chordata","Aves","Strigiformes","Strigidae","Megascops","Megascops asio","Late Pleistocene","",0.126,0.0117,0.06885,-122.281998,40.784
"Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis","Late Pleistocene","",0.126,0.0117,0.06885,-122.281998,40.784
"Chordata","Aves","Galliformes","Phasianidae","Dendragapus","Dendragapus obscurus","Late Pleistocene","",0.126,0.0117,0.06885,-122.281998,40.784
"Chordata","Aves","Galliformes","Phasianidae","Bonasa","Bonasa umbellus","Late Pleistocene","",0.126,0.0117,0.06885,-122.281998,40.784
"Chordata","Aves","Galliformes","Odontophoridae","Oreortyx","Oreortyx pictus","Late Pleistocene","",0.126,0.0117,0.06885,-122.281998,40.784
"Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus brachyrhynchos","Late Pleistocene","",0.126,0.0117,0.06885,-122.281998,40.784
"Chordata","Aves","Cathartiformes","Cathartidae","Cathartes","Cathartes aura","Late Pleistocene","",0.126,0.0117,0.06885,-122.23333,40.916668
"Chordata","Aves","Cathartiformes","Cathartidae","Catharista","Catharista shastensis","Late Pleistocene","",0.126,0.0117,0.06885,-122.23333,40.916668
"Chordata","Aves","Cathartiformes","Cathartidae","Gymnogyps","Gymnogyps californianus","Late Pleistocene","",0.126,0.0117,0.06885,-122.23333,40.916668
"Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo swainsoni","Late Pleistocene","",0.126,0.0117,0.06885,-122.23333,40.916668
"Chordata","Aves","Falconiformes","Falconidae","Falco","Falco sparverius","Late Pleistocene","",0.126,0.0117,0.06885,-122.23333,40.916668
"Chordata","Aves","Strigiformes","Strigidae","Bubo","Bubo virginianus","Late Pleistocene","",0.126,0.0117,0.06885,-122.23333,40.916668
"Chordata","Aves","Strigiformes","Strigidae","Bubo","Bubo sinclairi","Late Pleistocene","",0.126,0.0117,0.06885,-122.23333,40.916668
"Chordata","Aves","Strigiformes","Strigidae","Glaucidium","Glaucidium gnoma","Late Pleistocene","",0.126,0.0117,0.06885,-122.23333,40.916668
"Chordata","Aves","Galliformes","Phasianidae","Dendragapus","Dendragapus obscurus","Late Pleistocene","",0.126,0.0117,0.06885,-122.23333,40.916668
"Chordata","Aves","Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri","Late Pleistocene","",0.126,0.0117,0.06885,-122.23333,40.916668
"Chordata","Aves","Cathartiformes","Cathartidae","Cathartes","Cathartes aura","Late Pleistocene","",0.126,0.0117,0.06885,-121.013885,38.908333
"Chordata","Aves","Cathartiformes","Cathartidae","Catharista","Catharista shastensis","Late Pleistocene","",0.126,0.0117,0.06885,-121.013885,38.908333
"Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo regalis","Late Pleistocene","",0.126,0.0117,0.06885,-121.013885,38.908333
"Chordata","Aves","Galliformes","Odontophoridae","Oreortyx","Oreortyx pictus","Late Pleistocene","",0.126,0.0117,0.06885,-121.013885,38.908333
"Chordata","Aves","Galliformes","Odontophoridae","Callipepla","Callipepla californica","Late Pleistocene","",0.126,0.0117,0.06885,-121.013885,38.908333
"Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus corax","Late Pleistocene","",0.126,0.0117,0.06885,-121.013885,38.908333
"Chordata","Aves","Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri","Late Pleistocene","",0.126,0.0117,0.06885,-121.013885,38.908333
"Chordata","Aves","Passeriformes","Icteridae","Euphagus","Euphagus cyanocephalus","Late Pleistocene","",0.126,0.0117,0.06885,-121.013885,38.908333
"Chordata","Saurischia","Avetheropoda","Dromaeosauridae","Richardoestesia","Richardoestesia isosceles","Late Campanian","",83.5,70.6,77.05,-108.083336,36.5
"Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Paracorpulentapus","Paracorpulentapus zhangsanfengi","Campanian","Maastrichtian",83.6,66,74.8,118.030281,29.808332
"Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Paracorpulentapus","Paracorpulentapus zhangsanfengi","Campanian","Maastrichtian",83.6,66,74.8,118.030281,29.808332
"Chordata","Saurischia","Avetheropoda","Tyrannosauridae","Lythronax","Lythronax argestes","Early Campanian","",83.5,70.6,77.05,-111.646667,37.191113
"Chordata","Saurischia","Avetheropoda","Tyrannosauridae","Teratophoneus","Teratophoneus curriei","Late Campanian","",83.5,70.6,77.05,-111.735558,37.493057
